lfdn;country;copcvdis;ctpcvdis17
2220;5;Illegale demonstrationer;-66
2229;5;-66;ulydighed lyder som noget der ikke er helt lovligt
2260;5;demonstration;-66
2262;5;demonstrerer ;-66
2271;5;ulovlig demonstration;-66
2282;5;-66;.
2290;5;At man kan forsamle sig og demonstrere sin utilfredshed med trufne beslutninger. At man agerer i opposition til lovgivningen, hvis ens menneskesyn og samvittighed påbyder én det.;-66
2291;5;"at man må protestere både ved tale og på tryk f. eks i avisartikler.
at man har lov til at strejke.";-66
2319;5;Jeg ved ikke rigtigt, hvad I mener med civil ulydighed;-66
2335;5;-66;I et demokrati skal man til en hvis grænse have lov til at udvise sin utilfredsstillelse - men er bagtanken med civil ulydighed lig med vold og ødelæggelse skal det stoppes.
2341;5;-66;-66
2351;5;-66;-99
2362;5;-66;-.
2366;5;-99;-66
2379;5;-66;Som udgangspunkt skal civil ulydighed da ikke accepteres
2385;5;olovlige strejker;-66
2386;5;-66;Fordi man skal opføre sig ordentligt og eventuelt argumentere, men ellers tage beslutninger til efterretning
2410;5;-66;Jeg går ikke ind for civil ulydighed
2429;5;ikke lystre;-66
2468;5;.;-66
2485;5;-66;demokrati
2493;5;"ulovlig demonstration
blokering af virksomheder";-66
2497;5;-66;Vi skal bruge vores ytringsfrihed. Ikke som de mennesker der smadrede nørrebro efter ungeren blev ryddet men en fredelig demo og kommunikation med politikerne er vigtig
2502;5;-66;I et demokrati som Danmark kan man frit valge sine ledere og kan man ikke lide deres handlinger kan man vælge nye efter højst 4 år , der skal derfor være en meget væsentlig og usædvanlig grund til at udøve civil ulydighed
2509;5;For mig er det f.eks. mulighederne for demonstrere og strejke der forbindes med civil ulydighed og betyder at en samlet flok kan gøre opmærksom på deres uenighed med de offentlige myndigheder;-66
2510;5;Give en illegal flygtning husly;-66
2518;5;-66;-66
2522;5;-66;det skal de også have lov til, de skal bare stoppe med at ødelægge andre ting... det er spild af alle de penge vi betale i skat... 
2527;5;-66;I et demokratisk samfund skal vi respektere flertalsafgørelser. Man kan og skal vise hvis man er uening - men det er vi vel altid, hvis noget ikke passer helt til det vi selv synes er rimeligt.
2529;5;"At hæve kommuneskatten selvom staten siger nej
Ikke at bruge flere penge selvom staten beder os om det";-66
2530;5;-66; det er en del af et demokrati at man kan vise at man er uenig, og at man skal følge lov men ikke den offentlige myndigheds handlinger, de kan jo være forkerte. 
2540;5;?;-66
2542;5;?;-66
2561;5;-66;-66
2562;5;jeg går ud fra at cicil ulydighed er demonstrationer og aktioner i den dur;-66
2567;5;"At sætte ""loven"" ud af spil i situationer man synes er urimelige.";-66
2572;5;-66;hvis hovedparten af borgerne har sagt god for noget skal man da have lov til at protestere hvis man ikke er enig - men det går ikke hvis man ikke retter sig efter lovgivningen
2579;5;-66;alle har lov at forsvare sig mod overgreb fra myndighederne. 
2584;5;lovovertrædelser;-66
2602;5;ved ikke;-66
2617;5;at man har mulighed for at gøre indsigelse;-66
2632;5;Noget med at modsætte sig et påbud på en fredelig måde - en demonstration uden vold.;-66
2633;5;-66;-99
2653;5;-66;hvis myndighederne bliver undertrykkende har folket ret til at yde modstand, da ingen myndighed pr definition er ufejlbarlig
2934;5;"kriminelle handlinger. Jeg kalder IKKE demonstrationer civil ulydighed.
En ulovlig strejke er ok i mine øjne, og er en civil ulydighed.";-66
2994;5;nægte at efterkomme lovgivningen;-66
3068;5;"Jeg mener det er en folkeret at give udtryk for at man bliver behandlet uretfærdigt, og jeg mener det er en politisk vigtighed at man lytter til folket. 
f.eks. Sygeplejerske striken
f.eks. ungdomshuset";-66
3084;5;modsætte sig lovgivning der strider mod ens grundprincipper;-66
3085;5;-66;-66
3087;5;ved ikke;-66
3092;5;-66;"Principielt er politikerne jo folkevalgte (i hvert fald i Danmark), og så burde vi jo kunne stå inde for deres valg. Men af og til træffes der beslutninger, som ikke bygger på partiprogrammet, og som vælgerne derfor ikke har haft mulighed for at vælge ud fra, og så skal der være plads til at opponere. Henvendelser fra befolkningen bør politikerne lytte til. 
Når det er sagt, er jeg lidt i tvivl om, hvad 'civil ulydighed' er."
3093;5;-66;Fordi det er grundstenen i dansk mentalitet og er en del af vores ytringsfrihed så længe det er gjort under ordnet lovlige forhold
3098;5;demonstrationer;-66
3102;5;-66;Jeg betragter civil ulydighed som værende ulovlig - modsat demonstration som er en grundlovs sikret rettighed.
3103;5;Demonstrationer fx;-66
3104;5;"Når forældre ""tilfældigvis"" alle kører deres børn til skole samtidig, for at dokumentere et problem med en skolevej. Det giver trakfikproblemer, men er jo ikke ulovligt";-66
3105;5;"Jeg ved slet ikke hvad det betyder.
Men det lyder negativt, og jeg forbinder det med civile som evt. bryder loven eller normerne.";-66
3109;5;At man har en ret til at sige fra overfor myndighederne ;-66
3112;5;-66;alle har lov at ytret sig, og man skal have lov at demonstrere og vise sin utilfredshos. Når blot dette sker uden vold og uden at gøre andre til skade
3113;5;-66;"Civil ulydighed kan ofte give ""ballade"" og ikke bare være demonstrativt.
Borgerne vil med denne form for demonstration meget ofte få de yderste politiske kræfter med sig og dermed opstår der ofte ekstreme situationer"
3114;5;reaktion i strid med gældende regelværk;-66
3116;5;demonstration, generalstrejke;-66
3122;5;gang i gaden;-66
3125;5;feks. Demostrationer;-66
3126;5;-66;-99
3130;5;Demostrationer eller ulovlige gerninger (kaste maling på politikkere);-66
3133;5;jeg forbinder f. eks. ikke godkendte strejker som civil ulydighed. Dog mener jeg, at så snart der er konsekvenser som skader på personer og ting, er det ikke længere civil ulydighed, men en kriminel handling;-66
3134;5;-66;"Forstår ikke helt ""civil ulydighed""-udtrykket."
3135;5;-66;Man skal kuinne demonstrere, og udøve en meget mild form for civil ulydighed, men det må aldrig medføre vold og ødelæggelse
3137;5;"Det kunne da se kønt ud at hvis aller der ikke er tilfreds, udøver cevil ulydlighed - 
hvis ikke deres særinterresser ikke bliver tilgodeset - ikike ønskværdigt!!";-66
3139;5;-66;-66
3147;5;demonstrationer og ytringsfrihed til at udtale sig offentligt;-66
3150;5;-66;beskeden sort arbejde som fx hjælp til rengøring, der ikke meddeles til SKAT må vel kategoriseres som civil ulydighed, hvilket jeg finder i orden, idet skattetryk i Danmark er meget højt
3153;5;Besparelser på ældre og handicapområdet;-66
3159;5;-66;jeg mener der skal være plads til at man kan snyde det offentlige lidt, selvom vi selv betaler for det snyderi vi laver
3164;5;-66;"Jeg mener ikke, alle for enhver pris skal begå ""civil ulydighed"", men er der virkeligt alvorlige ting på spil, skal muligheden være tilstede, forudsat det bliver uden vold."
3169;5;Det er vigtig at folk har lov til strejke eller demostrere hvis man er utilfreds.;-66
3176;5;-66;"Jeg mener, at enhver borger har ret til at protestere og klage over en given offentlig handling. men i udtrykket ""civil ulydighed"" læser jeg en ret til at handle i modstrid med loven - det er jeg ikke enig i er rigtigt. At demonstrere, skrive læserbreve m.m. er grundfæstede handlemuligheder til at ytre sin modstand - ikke at opføre sig, som man har lyst til. Så 3-tallet står for retten til at protestere."
3178;5;Gør det mere besværligt for politikerne at gennemføre tiltag, og på den måde tiltrække sig en opmærksomhed, så der kan blive mulighed for yderligere overvejelser.;-66
3184;5;Demonstrationer der ikke er blevet annonceret til politiet. Ingen vold eller ødelæggelse af nogen form;-66
3187;5;-66;-66
3189;5;lave sort arbejde på grund af for meget skat;-66
3190;5;-66;-66
3193;5;-99;-66
3195;5;Miste besindelsen og protestere iform af vold, ödelæggelse og terrorisme;-66
3199;5;-66;Det er vigtigt at man kan udtrykke sine holdninger, og stadig være tryg og ikke blive forfulgt pga. det.
3202;5;-66;retten til at demonstre  er fundemental
3209;5;-66;Hvordan skulle de ellers brokke sig?
3210;5;jeg ved det ikke helt rigtig, men måske at man fx kan strække, demonstrere og vise sin utilfredshed. Nogle gange sker der jo nogle ting, som ikke er fair, eller eksempelvis, hvis der bliver vedtaget en lov, som tvinger nogen til at gå imod deres egne principper og livsværdier, så må man vurdere... jeg tror ikke at staten skal adlydes til enhver pris, men generalt så langt, det er muligt!;-66
3215;5;ved ikke;-66
3217;5;-66;fordi det ikke er enevælde/komunisme her i landet
3222;5;Jeg ved ikke hvad der menes med civil ulydighed;-66
3232;5;jeg forstå slet ikke spørgmålet;-66
3250;5;fredlig demostration er den eneste form for civil ulydighed som jeg kan så indefor.;-66
3252;5;f.eks ulovlige demostrationer,hvis nødvendigt;-66
3253;5;-66;-66
3254;5; politisk bevægelse, aktiv politik, brud af krav og love;-66
3255;5;Demonstrationer, mødevirksomhed, som skal give gode argumenter mod myndighederne;-66
3261;5;demonstrationer;-66
3263;5;-66;Det er vigtigt for demokratiet
3264;5;strejke, spærre adgang, non-violent actions;-66
3265;5;-66;NÅR MAN ER IMOD ERES HANDLINGER SYNES JEG AT MAN HAR RET TIL AT SIGE D.
3274;5;-66;Hvis der foregår noget meget uretfærdigt og forkert, og politikerne ikke hører folkets mening opm det, kan det være nødvendigt at gøre opmærksom på problemet ved civil ulydighed. Kan også være hvis politikerne laver en grov fejl.
3278;5;Nogle gange kan der jo være tale om ren diktatur, som når der skspropireres jor;-66
3280;5;Demonstration- foragt for retten;-66
3292;5;man må bøje sig for flertallets - og de folkevalgtes - beslutninger;-66
3294;5;ulovlige demonstationer-;-66
3295;5;-66;Det er en del af demokratiet at kunne bruge sin ytringsfrihed til at komme frem med, hvad man mener.
3297;5;-66;Fordi jeg mener det er vigtigt at vi respektere de ledere som vi selv har valgt ind.
3298;5;-66;Vi har som borger valgt nogle til at varetage vores interesser, og selv om vi ikke er enige i den politik der gennemføres, så må vi jo respektere at et flertal af befolkningen har valgt såden.
3300;5;demonstrationer;-66
3310;5;-66; vi lever i et frit land alle har ret til at have en mening
3312;5;-66;Hvad menes der med 'civil ulydighed'?? Er det ulovlige demonstationer eller hvad er det?? Derfor er mit svar midt i mellem
3313;5;ved ikke;-66
3315;5;"Det betyder, at man direkte bryder loven, dog ikke med vold. Hvis en person er imod samfundet eller myndighedernes love kan denne nægte at underlægge sig dem. Det medfører som ofte at personen bliver straffet. personen tager så sin straf, men er stadig imod. Et eksempel kan være ulovlig strejke eller demostrationer. Det er meget vigtigt, at den der ""udøver"" civil ulydighed ikke benytter sig af vold. ";-66
3316;5;-66;Hvis magthaverne har inddraget borgerne inden beslutningen blev taget, så må borgerne tage beslutningen til efterretning.
3319;5;-99;-66
3320;5;-66;Fordi jo flere, der står sammen jo større opmærksom kan man gøre sig på området
3322;5;-66;Det skal være under hensyntagen til lovgivningen og ikke ved udemokratiske eller udenomsparlemantariske auktioner
3324;5;aner det ikke;-66
3327;5;-66;Det har for mig at se ikke noget med demokrati at gøre. Det må vente til næste valg.
3332;5;-66;Ytringsfriheden længe leve
3336;5;-66;-66
3338;5;-66;Rolige demonstrationer er okay, men vold mod betjente og hærværk skal straffes meget hårdere, end det bliver gjort nu.
3342;5;ved ikke;-66
3344;5;-66;Civil ulydighed virker nedbrydende på demokratiet. Man må øve indflydelse gennem politiske organisationer og på valgdage.
3347;5;-66;Har regeringen altid ret ! Det er ikke altid vi alle synes . Fredelige protester er ok
3351;5;demonstration;-66
3354;5;"atlave tind som er ulovlige
";-66
3360;5;-66;Jeg bryder mig ikke om at folk udøver civil ulydighed, det kommer også an på er det i form af en demonstration er det i orden.
3361;5;-66;-66
3363;5;nægter at betale, kaste flasker ved demonstrationer;-66
3366;5;-66;"beslutninger der træffes hen over hovedet på borgerne, kræver ""revolution"""
3373;5;gør noget man ikke må;-66
3375;5;ved ikke helt;-66
3377;5;-66;ja
3382;5;-66;-99
3387;5;strejke, protestere;-66
3399;5;-99;-66
3406;5;-66;For at vise politikerne, at det de laver ikke er i orden. Jeg går generelt ind for at overholde loven, men det er også vigtigt at kunne demonstrere på forskellige måder, og civil ulydighed kan være en måde at få politikerne til at lytte.
3412;5;-66;Det er ikke alt almindelige boger kan sætte sig ind i og det er ikke sikkert det er til samfundet gavn det de mener
3414;5;"Civil ulydighed betyder aktivt at bryde visse love, krav og beordringer fra regeringer eller okkupationsmagter uden at gribe til fysisk vold og efterfølgende acceptere konsekvenser som blandt andet kan medføre straf i henhold til gældende love, landsforvisning (ikke i FN) og andet.

Hvor der er en bred folkelig forståelse for emnet der kæmpes for, kan civil ulydighed blive til en egentlig politisk bevægelse.

";-66
3415;5;Fx holde demonstartioner uden at politiet kommer og jager en væk;-66
3418;5;forbud mod havevanding, forbudet negligeres bevidst;-66
3422;5;-66;demonstrationer
3426;5;-66;"De må jo kende deres pligter og rettigheder, herunder strafansvar. For min skyld må de godt vise deres utilfredshed, men de må også tage deres ansvar for eventuelle følger af deres ""ulydighed""."
3427;5;strejke, demonstrationer ikke voldelige;-66
3429;5;-66;pas
3434;5;-66;-99
3437;5;-66;"Der kan være situationer hvor det er ""nødvendigt"" eller følesen af at det er nødvendigt"
3440;5;-66;-66
3443;5;brand i gaden. vold mod politi. Smadret vinduer.;-66
3444;5;-66;-66
3447;5;-66;politikerne lytter ikke til borgerne der dermed bliver frustrerede.
3449;5;-66;Jeg tror samfundet ville bryde sammen, hvis folk satte deres egne regler og f.eks. øvede selvtægt, kørte som det passede dem. Vores lovgivning er grundlæggende til for at bevare civilisationen
3450;5;-66;for at give sig til kende med de ikke har ret i deres handling
3457;5;"Gå imod loven, når loven er forkert. Det sker ofte i vores tid, at der bliver lavet urimelige love! Politikkerne er efterhånden totalt styret af ""Ekstra Bladet"", spin-doktorer og lobbyister - og har tilmed fralagt sig enhver ansvars-fornemmelse!";-66
3461;5;-66;-66
3464;5;-66;Fordi det kan være nødvendigt
3469;5;At man vælger en anden mulighed for sig selv, hvis det ikke går ud over andre;-66
3471;5;-99;-66
3479;5;-66;for det er borgerne der har magten i et demokrati, og det skal politkerne ikke glemme
3485;5;ved ikke;-66
3506;5;-66;Det er en demokratisk ret til at udfører dette, så længe det IKKE er vold og hærværk
3512;5;-66;hh
3515;5;-66;-66
3527;5;blokeringer af institutioner, sitdowns, uanmeldte demonstrationer;-66
3533;5;-66;Man skal kunne vise man er utilfreds, men uden at diverse demonstrationer går over gevind.
3538;5;Strejker, blokader;-66
3542;5;-66;-66
3544;5;"nedskæringer
lov ændring";-66
3548;5;-66;Det kommer an paa hvad civil ulydighed daekker over. Selvfoelgelig skal borgerne have mulighed/ret til at protestere - og blive lyttet til, men grovere midler er ikke hensigtsmaessige
3555;5;Strejke og demonstationer;-66
3559;5;-99;-66
3560;5;-99;-66
3567;5;blokader;-66
3571;5;-66;-66
3572;5;Når man går imod loven for at følge sin samvittighed. Hvis aktivister spærrer for en fabrik der fremstiller miljøskadelige ting.;-66
3575;5;-66;Det skal være muligt at give udtryk for sin mening offentligt.
3581;5;-66;4
3592;5;kan jeg ikke forklare;-66
3594;5;-66;...
3595;5;At vi på trods af myndigheders beslutning ( som er indenfor den til enhver tid siddende regering love) viser vores ulydighed, det kan være ved hjælp af demonstrationer, beskyttelse af personer, der p.g.a. lov ikke er i sikkerhed ej heller i sit hjemland f.eks.;-66
3599;5;-66;folket skal lære at lytte til sig selv
3602;5;Licens Lars' Kamp Mod DR;-66
3604;5;Demonstrationer, underskriftsindsamlinger;-66
3606;5;-66;-99
3607;5;Jeg mener ulovlige strejker. F.eks. da sygeplejerskerne strejkede i 2009. Det er vigtigt af befolkningen kan komme til at udtrykke deres utilfredshed med regeringens valg.;-66
3609;5;Det er f.eks at huse irakere, hvis sager er behandlet til udvisning. Man overtraeder gaeldende lovgivning for at understrege et synspunkt eller en uretfaerdighed. ;-66
3610;5;-66;-99
3615;5;-66;Finder civil ulydighed udemokratisk
3621;5;at man gør noget ulovligt for at markere, at man er utilfreds med den demokratisk beslutning;-66
3626;5;-66;-66
3627;5;"Gennemføre arbejde efter reglerne
Overholde alle love til punkt og prikke
Hold faglige møder i arbejdstiden efter gælende regler.";-66
3628;5;-66;I et parlamentarisk demokrati kan man ikke være sikker på, at det siddende flertal er i sync med befolkningsflertallet - endnu mindre, hvis regeringen består af en koalition og/eller er en mindretalsregering, der benytter sig af et støtteparti, der på mange måder kører på retslig frihjul.
3630;5;Demonstrationer, læsebreve osv;-66
3631;5;hvis borgerne protestere, handler imod beslutninger, der ikke er rimelige uanset lovgivning. Lovgivning er jo desværre ikke retfærdig i alle tilfælde, nogle falder udenfor;-66
3633;5;-66;ved ikk
3635;5;-66;"Hvis man ser på regeringens indblandingslyst og meningsdannelses effekt de sidste 15 år, er det tydeligt at i f.eks. moralske og private sfærer står den frie vilje for skud. Det er ""nemmere"" at tvinge folk til ikke at ryge og ikke at blive tykke .. Civil ulydighed er en udemærket måde at demonstrere lukkede topdown-orienterede systemers mangler. Derfor behøver man ikke blive terrorist, men man kan udøve sin ret til at have en holdning gennem intelligente modaktioner. Jeg deltog engang i en aktion der lavede et møbelafsyringsfirma i Århus Å. Det var for at demonstrere ph-værdi og det generelle problem med forurening. Men uden løftede pegefingre."
3637;5;-66;-66
3638;5;-66;-66
3640;5;-66;-66
3641;5;demostrationer;-66
3644;5;Demonstrationer, underskriftindsamlinger og i essens nægte at adlyde grundlovsstridige og menneskerettighedsstridige tiltag.;-66
3647;5;-66;Man må forsvare sig selv eller andre.
3648;5;-66;178 mennesker som ikke vil høre på folket er ikke representativt
3649;5;at man har frihed til at demonstrere og strejke og den slags, hvis myndighederne foretager nogle fuldstændige skøre eller skadelige dispositioner;-66
3653;5;"demostrationer hvor der indgår ødelæggelser i form af matrialer er ikke iorden.
Men en almendelig demostration hvor man siger, hvad man er uenige om. Men også kommer med andre foreslag er i orden.";-66
3656;5;Lave demonstrationer, yde selvtægt;-66
3657;5;-66;fordi det ville være det oprindelige og rigtige demokrati 
3660;5;ved ikke;-66
3661;5;-66;Det er en af de politiske punkter jeg finder meget vigtigt, derfor valgte jeg en høj karakter. 
3669;5;-66;man skal overholde landets love og regler - og så må man ved næste valg ændre på tilstandene
3671;5;-66;Fordi det er vores ret
3676;5;-66;hvad der er vigtigt for nogen er ligegyldigt for andre .
3677;5;d;-66
3680;5;-66;jeg mener det er vigtig at politikerene kan finde ud af at de ting de beslutter måske ikke altid er det rigtige. Så de har en mulighed for at tage det op til overvejelse igen. Der er jo ingen der er fejlfri
3684;5;-66;"Jeg valgte ""3"" fordi : Idag beder man de unge om at møde op hos ""jobcentret"" i den lokale kommune, velvidende at der ikke er arbejde til dem og bagefter skal de møde op flere andre steder i byen.Den ene gang min datter mødte op fortalte den ansvarlige kun vittigheder hele dagen, så min datter var godt sur da dagen var omme. Hvis det er det, vores penge går til, kunne man godt tænke sig ""at udøve civil ulydighed"" Man skulle da mene, at der måtte være noget mere meningsfyldt så man kunne fastholde de unges interesse. Jeg har faktisk fra flere, hørt meget negativt om ""jobcentrene"""
3686;5;-66;-66
3687;5;Manglende indbetaling af skatter/gebyrer man er i mod. Manglende udfyldelse af indberetninger, man finder overflødige.;-66
3694;5;-99;-66
3711;5;-66;Der skal være muligt at gøre opmærksom på, hvis politikerne tager beslutninger man er meget uenig i.
3722;5;Demonstrationer fx. ;-66
3727;5;demonstrationer;-66
3728;5;-66;civil ulydighed opfatter jeg som uro og vold. Fredelige demonstrationer er ok.
3731;5;oprør, som Nørrebro. og den slags;-66
3735;5;At nægte at følge visse regler, sålænge det ikke kan betragtes som kriminelt;-66
3738;5;De skal bare holde sig inden for lov og orden. Hvis je forstår spørgsmålet rigtigt.;-66
3741;5;-99;-66
3743;5;protestere offentligt;-66
3747;5;-66;jeg mener ikke at det skal være borgernes ret at udøve civil ulydighed når de ikke er enige med de beslutninger politikerne tager, det er umuligt at gøre alle tilfredse, både som menneske og politiker. så der vil altid være nogen der er utilfreds med valget
3749;5;-66;Som borgere er det vigtigt at blive hørt og kunne vise ens utilfredshed ved handlinger de ikke kan stå inde for. Det er dog ikke en grund til at udøve civil ulydighed, vi har selv valgt de politikere som tager beslutningerne og det er vigtigt som samfund at dette respekteres - også når man ikke er enig.
3767;5;Hvis man demonstrerer kraftigt selvom demonstrationstiden er overskredet, er det vel civil ulydighed, hvis man opholder sig på steder hvor man ikke må være er det vel også en form for civil ulydighed.;-66
3770;5;-99;-66
3776;5;Strejke;-66
3778;5;-66;"der kan være situationer hvor det offentlige handler så urimeligt, at cicil ulydighed kan være ""legalt."""
3783;5;-66;Synes ikke civil ulydighed er løsningen.
3784;5;i tvivl om begrebet men en demonstration er helt i orden ;-66
3789;5;-66;alle kan ikke blive enige og der er ingen grund til konfrontationer
3793;5;Hvis man vedtager at det er forbudt at cykle på fortovene, vil jeg stadig synes at mindre børn skal gøre det alligevel;-66
3796;5;-66;Jeg tror ikke på civil ulydighed som et middel til mere/bedre demokrati. Den enkelte må i stedet involvere sig i sager, når de opstår og forsøge at påvirke udviklingen gennem forhandlinger og/eller afstemninger. 
3799;5;selvtægt;-66
3807;5;-66;-66
3812;5;-66;"Dårligt formuleret spørgsmål. Hvad menes med ""cicil ulydighed""? HVis der er tale om f.eks. spontane demonstrationer og lignende, er det meget vigtigt, at borgeren har sådanne muligheder. Er der til gengæld tale om at bryde en demokratisk vedtaget lov er det naturligvis ikke en mulighed, der skal være tilstede i særlig høj grad."
3824;5;Tja!!;-66
3825;5;-66;fordi der er så mange der sider med den samme kast i flere udvald
3830;5;-66;Hvordan skulle man ellers udtrykke sin utilfredshed
3833;5;"Den var sgu svær, ""Civil ulydighed""??
Det kan jeg ikke..";-66
3839;5;-66;"Ellers kunne vi eks. ende i et samfund, hvor de rettigheder, der blev skabt omkring Den Franske Revolution, bliver negligeret i større eller mindre grad; eller måske ende i politistatslignende tilstande."
3850;5;voldelige demonstrationer;-66
3859;5;-66;-66
3861;5;-66;Det er en effektiv måde at få myndighederne til at tage sager alvorligt og ikke bestemme hen over hovedet på borgerne.
3865;5;strejker, blokader elelr man gør noget som er forbudt;-66
3870;5;-66;-66
3872;5;-66;"Fordi offentlige myndigheder kan være nogle slemme nogle sommetider.
Men borgere har også en tendens til at handle uden at tænke først. Borgernes moral er utydelig."
3879;5;???;-66
3887;5;Jeg tænker på strejker når der er nedskæringer fx overfor børn og unge ommrådet ;-66
3890;5;-66;det hører bare til i et demokrati at kunne tale og demonstrere frit. Nogle politiske beslutninger kan være så slemme at det bliver et personligt samvittighedsspørgsmål at man bare MÅ udøve ikke voldelig civil ulydighed for at råbe magthaverne op eller redde en livstruende situation feks
3894;5;-66;For jeg ved ikke hvad det betyder
3899;5;-66;"Det er vigtigt at have ytrings- og handlefrihed. Men flertallet ved ikke altid bedre end ""professionelle"" politikere. "
3903;5;civil ulydighed er f.x når der er tale om at gå imod den gældende lovgivning, som føles urimelig, eksempelvis da der var danskere som hjalp flygtninge i en københavnsk kirke, og gik imod deres udlevering;-66
3904;5;-66;-66
3909;5;-66;Fordi så må de vælge nogle andre politikere i stedet for at bringe andre i forlegenhed
3912;5;-66;komme med sin mening
3915;5;Der bliver ikke hørt på borger...;-66
3917;5;-66;Ved ikke hvad det betyder.
3918;5;Trodser lov og regler i kampen for sin sag.;-66
3919;5;strejke;-66
3926;5;-66;hvis det offentlige følger loven  -  så skal (som regel meget) små mindretal eller interessegrupper ikke kunne udøve civil ulydighed 
3928;5;-66;fordi civil ulydighed er den yderste konsekvens og bør kun bruges hvis det er meget nødvendigt - ikke bare fordi et mindretal er uenig i en alm. politisk beslutning
3930;5;En form for selvtægt.;-66
3932;5;-66;-99
3940;5;-66;ellers kan man jo ikke regere hvis alle skal kunne udøve uanset hvad
3941;5;At man bryder love på en ikke voldelig måde for at vise sin utilfredshed.;-66
3947;5;demonstrere;-66
3948;5;-66;i vores lovsystem er det muligt at gøre opmærksom på ens uenighed uden at være decideret kriminel
3951;5;-66;-66
3954;5;-99;-66
3957;5;-66;...
3958;5;Mulighed for at stemme imod et forslag regeringen kommer med;-66
3960;5;at man kæmper imod systemet som civil person, at man ikke følger reglerne for samfundet.;-66
3963;5;Demonstrationer, Optøjer, Hærværk, Autonome;-66
3966;5;-66;Nogle offentlige beslutninger er meget forkerte f.eks. med hensyn til udvisning af bør.
3967;5;at tage loven i egen hånd;-66
3972;5;-66;Det er ikke et absolut
3973;5;-66;-99
3977;5;at aktivt bryde love;-66
3983;5;-66;if not, there is no real democracy
3984;5;-66;"må respektere at et flertal af de folkevalgt har talt og ""civil ulydighed er et begreb der blier brugt og ikke mindst misbrugt"
3986;5;-66;-66
3994;5;"Strejke som protest.
Bryde love, når lovbruddet ikke påfører andre skader eller betydelige ulemper. (Eks: give husly til udvisningstruede, undlade at opfylde pålagte byrder) Civil ulydighed af denne type kan medføre retsforfølgelse, og man bør være indstillet på at acceptere straffen, og kan så håbe man opnår en slags martyrium som i den optimale situation fører til lovændringer.
";-66
4008;5;At man aktivt bryder love eller krav fra regeringen og er sig bevidst om konsekvenser eller evt. straf;-66
4009;5;-66;"Debat er svaret. Ikke civil ulydighed. 

Dog vigtigt, at det er tilladt."
4017;5;-66;Kan gå med til civil ulydighed inden for rimelighedens grænser. Altså ingen vold, tak
4019;5;At overtræde mindre alvorlige love. Demostartioner (ikke anmeldt) eks.;-66
4022;5;strejke - ophold på steder, så det virker forstyrrende -;-66
4023;5;-66;det offentlige skal mange gange have en opfrisker på at de ikke altid har ret
4024;5;At forhindre offentlige organer i at udføre deres opgaver;-66
4032;5;-66;"da civil ulydighed ikke er noget man i alle tilfælde skal ty til men kan give 
synspunkterne mere vægt"
4033;5;Ingen specielle.;-66
4036;5;-66;Det er jo ikke altid man skal finde sig i lat, til tider er de politiske beslutninger så grelle og taget på grundlag af så mange forældede regler at man kun kan gøre oprør
4038;5;"Autonome der begår hærværk.
Selvtægt.";-66
4040;5;det er ok med demonstrationer - ikke ok med terror/vold/hærværk;-66
4044;5;-66;det er klart at man skal kunne reagere mod uretfærdigheder, men i vores samfund vil det næppe være nødvendigt og derfor ikke så vigtigt som i et mere hårdt styre
4052;5;-66;-66
4057;5;At bryde love eller regler uden at fysisk vold. ;-66
4061;5;-66;Det er væsentligt at kunne udtrykke sin holdning
4065;5;ved at du selv ved at du gør noget forkert;-66
4073;5;-66;-66
4083;5;-66;det er ikke altid politikerne aner hvad der sker i virkeligheden
4090;5;-66;ikke alle ulydigheder er vigtige nok for myndighederne
4093;5;Demonstrationer, strejker;-66
4096;5;-66;Civil ulydighed skal udøves på en værdig måde
4097;5;strejke;-66
4101;5;-66;Jeg kan stille et modspørgsmål. Hvad ligger indenfor civil ulydighed?? Alle skal have en klage og ankemulighed, men indimellem synes jeg man er vidne til de klagende ikke bliver hørt, og så kan jeg godt forstå at nogen kan blive civilt ulydige.
4103;5;Militær nægtere - Dem vælger at føde hjemme trods det at de ifølge læen skulle føde på syfehus - Forskellige former for strejke - Deminstrationer - Give udtryk for sin mining i nyhedsmedierne;-66
4104;5;-66;Retten til at demonstrere..... Jeres ønsker om uddybninger grænser til det latterlige
4109;5;-66;Med alle de organisationer og foreninger vi har herhjemme kan jeg ikke forstå at man ikke benytter dem istedet for. 
4112;5;"I grundlæggende forstand er det jo lovbrud, men på sin vis ser jeg det som et ""lovligt"" lovbrud. Et samfunds politiske opbygning kan i praksis aldrig være lige så perfekt som den teoretisk model for det - aldrig lige så retfærdigt og godt. Der er en god sandsynlighed for at styret, på trods af at fx være folkevalgt, hurtigt bliver topstyret, bureaukratisk og ugennemsigtigt. Det kan lede til beslutninger og lovtiltag, som ikke partout er et udtryk for befolkningens vilje eller til gode for befolkningen. Her kan civil ulydighed være et nødvendigt onde - nødvendig på den måde, at denne handling udtrykker en utilfreds, der både kan være et opråb til politikere og borgere.";-66
4113;5;-66;-66
4117;5;-66;-66
4118;5;-66;"for at offentlige myndigheders magt ikke bliver for stor, så stor det går ud over
demokratiet."
4119;5;-66;-66
4120;5;Ret til at strejke, ;-66
4123;5;-66;spørgsmålet er hvad civil lydighed er for mig er en form for sit down strejke også civil ulydighed
4124;5;strejker -  deemonstration nægter at arbejdee;-66
4126;5;Brud på lovregler. Ulovlig strejke.;-66
